pmid,issn
16842937,0378-1119
12781135,0960-9822
21383206,1535-9484
33068606,1872-7905
31861546,2077-0383
33437636,2214-031X
19101984,1526-968X
18332182,1540-9538
25470020,1422-0067
28868265,2251-9637
20233308,1365-2958
15590916,1529-2401
34290225,2041-4889
30663646,1940-087X
26840727,1542-0086
38195637,2041-1723
23468429,1549-5477
19782032,1097-4164
26822084,1939-327X
15310391,1471-2091
30735597,1521-3773
33052068,1522-1563
35723978,1520-5207
20863404,1742-4690
17072345,0950-9232
31827253,1435-232X
16432203,0027-8424
16905657,1040-4651
17542582,0002-7863
20453139,1098-5336
33231430,1520-6882
36537041,1755-3245
11976344,0021-9258
24231746,1873-3557
16098534,0022-2836
22210372,1878-1705
30485077,1526-4602
16571691,1541-0048
23454490,0006-3002
27121061,1949-2553
27404214,2161-5063
23816873,1638-6183
10840064,0027-8424
31767684,1083-351X
34050235,2399-3642
17023175,1044-0305
25017095,1878-5905
23599647,2219-2840
18457662,1090-2104
27206520,1475-2859
23425245,1520-4995
19913030,1089-8638
32286456,2045-2322
34696705,1559-2308
17202249,1530-6860
20435918,1091-6490
11859925,0895-8696
34556022,1528-3658
26091774,1573-2614
19465527,1098-5336
23616120,1946-6242
33443306,1860-7187
12068016,0021-9258
24495006,1535-3907
22665135,1791-2423
28101952,1873-3468
26101216,1540-8140
36038598,2041-1723
31740800,1529-2916
35095969,1664-462X
27541731,1553-7404
23320382,1944-8252
10713087,0021-9258
28689636,1873-2232
27119233,1949-2553
22327741,1532-298X
28754537,0005-2736
26286832,1423-0380
36346822,1553-7358
35151227,1950-6007
19141674,0950-1991
35216079,1422-0067
20542253,1934-6069
22432034,1932-6203
25069814,1880-3873
20658568,1096-987X
18421371,1553-7358
22035198,1365-313X
26423586,1934-3647
27003254,1090-2104
35240128,1089-8638
15878155,0003-9861
22964711,1748-7838
29347475,2470-0053
24714818,1791-244X
16329861,0168-6496
22266819,1545-9985
16492140,1470-8728
19909377,1365-2567
17543506,0925-4773
11050090,0021-9258
15358619,0006-4971
18469340,1460-2083
29432531,1460-2156
11495924,0021-9258
31137585,2072-6651
20078120,1520-5126
22987553,1539-3429
27222202,1791-2431
10869066,0021-9193
35839257,1553-7404
22514346,1098-5514
10660044,0092-8674
27311715,1083-351X
26396531,1178-6930
12947029,0363-6119
29991711,1745-7254
32800589,1532-2785
37267917,1875-9777
19124048,0168-1656
11126358,0950-9232
30244973,1932-7420
31669695,1873-3344
35402601,2305-5839
17946611,1557-170X
16291744,0021-9258
32022687,2050-084X
33324395,1664-3224
31964805,1937-9145
18285445,0021-9533
24767605,1478-811X
24340612,0031-2991
18382279,0959-4965
29793951,1098-5514
11591842,0028-3878
15564375,0021-9533
19822166,1879-3150
16618101,0006-2960
23999306,1399-0047
15772086,0021-9258
11096114,0021-9258
22797941,1432-1424
16824958,1534-5807
14722085,0021-9258
11706051,0021-9525
19444310,1469-3178
24335996,2041-1723
11073222,1355-8382
15964511,0891-5849
23401660,1090-0535
33035481,1879-0445
20624848,1537-1719
18771750,0006-3002
23738909,1520-4995
31365157,1097-0134
32605309,2227-9059
33905973,1090-2120
15051888,0027-8424
25726184,1567-2387
34933084,1535-9484
15352229,1615-9853
21209460,1083-351X
11470803,0021-9258
27463035,1480-3321
16966320,0021-9258
22227969,1532-2548
19780898,1471-4159
12370521,0269-9370
11050113,1529-2401
25119045,1476-4687
36502729,1873-7072
33035313,1460-2431
16925577,0007-1048
26512728,1932-6203
37272840,1550-6606
29281850,1365-2567
12927368,0378-4274
19195997,1535-3893
15659096,0960-7412
11782475,0021-9258
19090748,0743-7463
20095866,1557-7716
30878596,2352-3964
18228379,1934-2616
19323972,1095-9319
37385581,1089-8638
32619668,1096-1194
18759043,1006-9305
16705170,0270-7306
12177294,1362-4962
15935756,0092-8674
15506032,0267-6591
19747496,1873-7064
12421625,0306-4522
20085718,1542-0086
22566652,1091-6490
28795795,1520-6882
21569246,1471-2121
24560892,1876-7737
14499914,0301-4622
26927381,1007-8738
22161157,1532-2807
33989986,1873-3344
17572378,0006-3002
31640557,1471-2229
24015710,1470-8728
30297733,2045-2322
22192528,1600-0854
29158240,1098-5530
30521866,1872-8359
27171430,1932-6203
15701514,0022-2836
37182451,1878-1705
19213732,0021-9258
12402044,1465-7392
12920127,0021-9258
12119283,0021-9258
20392288,1478-6362
12700233,0021-9258
21320448,1542-0086
11486010,0270-7306
29280055,1557-1904
29897967,1932-6203
30910807,2575-1077
32259889,0219-6352
32656814,1365-313X
36867692,2375-2548
20602186,1432-0878
20060596,1873-2534
37184394,1098-5336
29940472,1873-2690
22216011,1553-7404
30395931,1095-8657
17762184,1015-8987
10613733,0270-9139
17434532,0022-2836
18710259,1520-6882
26119586,1471-4159
31186404,2041-4889
12972248,0022-2836
28193047,1520-6882
16611882,0022-538X
28229932,1873-3913
12782719,0022-1007
16325301,0169-5002
27163207,2158-3188
10722314,0261-4189
30804532,1552-4469
11090461,0006-3363
27209425,1618-0372
12880984,0304-3835
28781589,1573-3882
19475385,1064-3745
26631972,2045-2322
20372789,1791-2423
25365309,1932-6203
33803983,1420-3049
21819125,1520-4995
23679038,1471-2334
11044982,0076-6879
27050129,2059-7983
23330702,1600-079X
33658002,1528-3658
35222395,1664-3224
16103119,0021-9258
35446425,1362-4962
38170683,2150-5608
17182629,1362-4962
18519678,1538-7445
36302650,2575-1077
37579928,1873-3913
17935329,0002-7863
30250274,2041-1723
32942073,1768-3254
30420909,1942-0994
21634789,1520-4995
24008046,1879-3169
19229295,1460-2075
14769817,1530-6860
26450929,1549-5469
31883986,1873-6351
32297856,2050-084X
37220854,1083-351X
18957603,1350-0872
34723952,1940-087X
15826669,0022-2836
23755131,1932-6203
38070484,1460-2431
20824508,1860-2002
24256100,1471-2121
33671368,1420-3049
34105435,1554-8635
21566117,1083-351X
20160719,1532-1827
17200682,0085-2538
31887408,1878-5492
27738134,1362-4962
38542130,1422-0067
24164679,1742-4658
27213427,1999-4915
15213402,0907-4449
35328448,1422-0067
17897949,0021-9258
30959883,1999-4915
20100703,1741-0134
21270992,1364-5528
23729008,0948-5023
19883780,1096-0937
22750131,1872-7492
35337917,1879-0003
32738613,2589-0042
20888006,1532-8430
35044299,2050-084X
19828702,1528-0020
36124643,1477-9137
32067803,1618-0631
11096356,0030-2414
15821987,0167-4412
27076463,1557-9964
20132815,1090-2422
18183572,1097-4644
20354225,1937-9145
29808031,1546-1718
24178794,1945-7197
20100602,0006-3002
17406983,0364-3190
37862781,1090-2104
14690605,1097-2765
35013106,2041-4889
11830558,0950-1991
36805713,1477-9145
17093946,0012-186X
36380731,0219-1032
21621777,1879-1484
22934972,1502-7732
24634235,1676-5680
15899884,0021-9258
28787538,1365-2958
35029636,1552-5783
24954860,1875-5992
22457795,1932-6203
11842022,8750-7587
35890433,2223-7747
35162991,1422-0067
10864018,0918-6158
34434877,2215-0161
16324152,1356-9597
27634763,1538-7445
17685405,1552-4965
15862139,1007-8738
25332170,1615-9861
23845217,1464-3405
20517628,1435-4373
24635452,1520-4804
36842108,1940-6029
22926646,1530-0307
20001858,1537-6613
23503314,1098-5336
27307572,1098-5514
11522658,0008-5472
18987807,1064-3745
26597319,1469-7580
19520857,1083-351X
24872415,1083-351X
23913023,1879-1123
11084332,0960-9822
10892729,0173-0835
37718503,1099-0461
20693329,1098-5530
36755024,2041-1723
31381608,1553-7374
38449296,1367-4811
23732645,1469-7793
18349843,0007-0920
33255655,1422-0067
28673614,1873-4596
21447819,1943-4456
19279191,1756-2651
19008529,1524-4636
29268011,1520-4812
12769846,1097-2765
30008259,1750-7448
32539747,1474-760X
21286670,1791-2431
11466217,0006-3363
24285835,1550-6606
20817339,0168-9525
21531990,1460-2350
14641960,0007-1145
28459814,1553-7358
10766841,0021-9258
17978174,0027-8424
29716988,1535-9484
12589760,0022-2836
21944250,1976-670X
19582720,1522-2683
14506840,0024-4201
23205773,1549-960X
36058131,1090-2104
31554018,1365-2443
11792180,1043-1802
26140374,1422-0067
25843552,0006-3002
17532367,0049-3848
22759955,1421-9778
21266332,1939-327X
16880269,0021-9525
12761145,0019-9567
36116232,1768-3254
27325108,1471-2180
17210572,0021-9258
19346294,1530-6860
26005869,1546-1718
13678778,8756-3282
36521707,1879-0003
14765219,1359-7345
20408765,1937-335X
16454716,1570-162X
35738341,1879-0003
18260108,1097-0134
20875124,1471-2407
24156634,1535-3907
18513725,1879-0135
11566874,0261-4189
31010295,1615-7109
17914058,1059-1524
38147049,2161-5063
15084582,0021-9258
17932510,1469-221X
28520799,1932-6203
27435911,1095-8355
38341452,2041-1723
16010156,1525-4135
34009405,1432-1017
27325698,1083-351X
35723031,1469-4409
35736230,1098-5336
31775365,2076-0817
28114741,1527-3350
21811607,1932-6203
11955612,0006-3002
18031345,0378-1097
16787692,0300-483X
34199774,1422-0067
28087593,1535-9484
19702440,1557-7716
24039962,1932-6203
31376524,1873-3913
35840556,2041-4889
24347301,1477-0903
32294252,1873-3468
12626091,1536-2310
18422742,1349-7006
35814832,1792-1082
19621989,1931-8405
10806111,0021-9533
36195659,1476-5594
27872081,1098-6596
15210701,0021-9258
33247108,2041-1723
22585053,1618-2650
36297925,2073-4360
30840177,1432-2048
15847411,0020-1669
27273574,1744-7909
20153316,1879-0712
21082741,1932-8494
19646513,1879-0038
23820740,1473-558X
16774835,1046-2023
31740292,1089-8646
17113797,1090-0233
30305561,1347-3352
27610929,1557-7465
30012605,1091-6490
32532818,1083-351X
24747050,1089-8638
21168482,0006-3002
21034514,1476-4598
30317390,1863-2661
21785422,1476-4679
11682056,0014-5793
20181700,1098-5514
23231058,1520-4995
29318657,1097-0134
11322826,0147-619X
15975918,0021-9258
16407955,1476-4687
18560421,1525-0024
11599564,1355-8145
17822731,0041-0101
18421587,1559-0291
33717182,1664-3224
28114398,1932-6203
34983303,2165-5987
23053821,1573-6768
15314146,0270-7306
15188451,1045-2257
17577571,0003-9861
17079466,0008-5472
31915251,1083-351X
12355434,0014-2980
16572219,1473-0197
21673909,1422-0067
34060253,2190-6009
27625389,1362-4962
16453114,1615-7591
30907955,1096-0929
11775028,1541-9061
31061395,2041-1723
37600828,1664-3224
26293804,1552-695X
10618374,0027-8424
24770989,1521-0111
11352750,0006-2960
15772940,1099-498X
30721885,1758-5090
22837527,1095-9203
23428871,1098-5549
16256176,0065-1281
16275279,0021-9673
33440047,1349-7006
15773982,0950-382X
16687405,0021-9258
20570893,1538-7445
33292236,1475-2867
11259469,0027-8874
28178315,1932-6203
32061646,1879-2642
12903836,0300-9734
17634983,1097-0134
25707805,1476-4687
20036254,1089-8638
22053761,1472-6750
24442613,1469-9001
38319136,1477-9137
19346472,1091-6490
15147271,1356-9597
15280225,0016-6731
28769925,1664-3224
35202651,1083-351X
18385093,0146-0404
22022360,1932-6203
22633845,1873-3700
27157620,1476-5594
21498680,1532-298X
12429929,1538-4101
12440224,1359-4117
16442496,0006-291X
33002609,1096-0279
16239561,0019-9567
28414272,2050-084X
21813736,1939-4586
21734036,1098-5514
16861906,1551-4005
23972994,2211-1247
36134740,1552-4957
35277491,2041-1723
32683610,1573-5028
14533682,0022-3395
19109014,1464-3405
11892688,0304-8608
14558778,0021-8561
16895902,0021-9258
21047797,1083-351X
16489070,1078-0432
33105833,1422-0067
23197295,1476-5403
12747804,0264-6021
34127811,1532-1827
31438665,1520-4812
12015743,0022-3417
38267580,1476-4687
16531223,0969-2126
20531346,1476-5578
22175226,1520-5126
21978288,1471-2180
23871710,1873-3468
19170772,1365-2443
17022100,1615-9853
25290666,1095-9947
26657474,0006-3002
26546370,1432-2072
17072087,1347-3700
23514587,1560-8115
38117282,1550-6606
19609323,1469-3178
28132733,1873-3778
31665646,2211-1247
20922445,0948-5023
30589511,1742-4658
22659186,1873-3468
26114390,1422-0067
26987745,1573-4994
16532315,0175-7598
31337151,1422-0067
18001908,2375-7477
34270876,1751-553X
33010153,1362-4962
10713722,1350-9047
25122483,0894-0282
35910417,0377-0486
21479224,1932-6203
23640942,1437-4315
26403559,2045-2322
38325689,1879-0003
32416304,1879-0003
12670976,0021-9193
21460850,1476-5594
29199021,2405-4712
34209788,1422-0067
12799384,0021-9258
21611187,1932-6203
19622860,1399-0047
19174608,1421-9921
19106111,0021-9258
32571967,1098-5530
25427372,0869-8031
25169503,2476-762X
33624481,1002-1892
24493004,1473-0189
35545358,1672-7347
18504440,1476-5594
15705715,0027-8424
37861415,1520-5207
32175874,1940-9990
19464664,1098-8823
36623729,1083-351X
10841755,0006-2960
18331351,1742-464X
16049195,0737-4038
31552810,1538-0254
21983434,1873-4596
11429875,1523-7060
20488848,1477-0903
31247404,1873-4367
25605901,1091-6490
38128647,1535-9484
36067882,1083-351X
18486259,0168-8278
21333553,1097-4180
31364731,1791-244X
21390028,1546-1696
29021086,1879-0070
28385816,1573-4935
26096505,1557-7988
32204543,2073-4425
36799168,1791-2423
18419534,0022-1899
19512969,1530-0374
16081466,0964-6906
35579277,1872-8081
34311260,1873-4243
16682414,0021-9258
21700706,1083-351X
30898011,1554-8635
16940176,0270-7306
25924424,1672-173X
32305820,1873-2690
33099540,1945-4589
16986629,1741-2471
34674601,1942-0870
19675276,1522-1490
12006994,0582-9879
17218257,0092-8674
18092806,0006-2960
33986509,1476-5594
15984043,1615-9853
10631312,0014-5793
11094070,0270-7306
12630807,0916-9636
21834684,1557-9077
22434195,2041-1723
19564948,1422-0067
21319190,1527-3350
22772058,1476-5551
32098816,2150-7511
14580646,0093-691X
32348883,1876-7737
15944704,1476-4687
33526453,1098-5549
36613328,2304-8158
23719858,1535-5667
32663465,1878-3686
24305822,1529-2401
33148375,1976-670X
30981510,1090-2104
20098992,1433-8726
21251302,1743-422X
21196063,1558-1497
26044056,1867-1314
17620318,0021-9541
18239642,1930-7381
11124041,0022-2836
31665634,2211-1247
37210666,1460-2431
12637562,0021-9258
12607127,0300-8428
15649892,0021-9258
17263306,0003-2700
17715232,0022-538X
27016142,1095-9130
29908986,1872-7786
12354099,1356-9597
16155108,0363-6135
25524222,1873-4367
23520051,1552-4965
33370278,1932-6203
17848620,0006-4971
21926991,1545-9985
17094454,0250-7005
30463972,1098-5514
26703572,1422-0067
28177847,1480-3321
30530828,1535-5667
32481626,1422-0067
30737186,1097-4164
11522445,0891-5849
21515936,1878-5034
18515572,1552-5783
19651438,1532-1991
12058076,1059-1524
26416755,1476-4687
10943714,0959-4965
31797005,1432-0614
37364691,1873-4596
31747254,1520-4995
18801742,0021-9258
38172329,1476-5551
18787027,0013-7227
17189610,0006-3002
24238339,1097-4180
21189423,1083-351X
11073815,0002-9440
32467647,1476-5578
30613277,1838-7640
16267391,1016-8478
11256256,0213-005X
15186796,1055-7903
21203640,1463-9084
21989137,1872-7905
33674778,1476-5500
30383469,2472-5560
28118389,1932-6203
30829292,1745-7262
38354507,1873-3778
12818678,0968-0896
17991023,1462-2912
18593849,0193-1849
17263319,0003-2700
26292759,1476-5403
16721267,1073-2322
27539741,2045-2322
11755217,0006-3002
26037075,1573-4919
28162952,1878-4186
10972879,0960-7412
12660162,0261-4189
25424858,1096-9896
17314104,0021-9258
28959563,2214-7500
16473384,0042-6822
15528930,1018-1172
23180153,1567-2387
23746347,1097-4164
20822311,0001-723X
31894109,0973-7138
17586700,1040-0605
35405097,1083-351X
17395899,0193-1857
31251599,1520-4804
24714491,2050-084X
28520534,1557-8534
12023229,0006-3495
11295527,0891-5849
21910494,1520-5207
19337385,1932-6203
15618148,0019-9567
14678298,0300-0664
26327598,1949-2553
35676617,1471-2105
31019078,1091-6490
11970993,0022-1767
17164525,0907-4449
36539424,2041-1723
11167000,0378-1097
33494519,1420-3049
14570901,0021-9258
20574513,1932-6203
29501746,1090-2104
17317620,1097-2765
15270082,1355-8145
19894133,1573-5168
21971501,1879-3185
12076828,0168-1702
25982273,1476-5594
17344477,1059-1524
10704245,1043-4666
25193175,1873-3778
37199627,1098-5514
28361770,1877-8879
15362113,0886-1544
22121225,1362-4962
35880837,1095-8355
24686559,1660-3397
29956280,1940-6029
38020594,1664-2295
16954561,0161-5505
19525971,1545-9985
38380977,1477-9234
32589703,1528-0020
16600184,0006-291X
31423110,1475-2867
19281842,1873-4596
16023306,0378-1119
37766213,1999-4915
21329491,1573-4935
16020936,1660-2137
14573773,0026-895X
17761849,1095-9203
29155589,1520-5207
33026121,1521-3765
24950490,1768-3254
26879649,1618-2650
38160839,1879-1026
16132735,0168-8162
16362039,0261-4189
21355086,1528-0020
21529339,1875-5305
24295832,1938-3673
25760344,1553-7404
14603533,0021-9541
17786371,1021-335X
33428143,2523-899X
28814771,2045-2322
32182217,1558-8238
32427491,1520-5207
21903591,1083-351X
16085130,0031-9384
24045166,1872-8421
34289986,1538-7445
17689062,0954-6111
29946045,2150-7511
36909368,1792-1082
11805719,0163-4356
24988428,1557-7716
17572668,1465-7392
29636378,1524-4571
17591976,0002-9440
32786052,1530-6860
12086467,0012-1606
10756032,0022-538X
15660125,0261-4189
15555588,0006-291X
11287586,0022-538X
37977822,1549-5477
17192302,0022-538X
17704185,1542-0086
14606519,0884-0431
28487953,1791-3004
18039740,1460-2431
33264025,1520-5207
20133942,1083-351X
25322953,1976-670X
33766587,1879-0089
28412223,1873-4995
21875762,1768-3254
11479626,1078-8956
29434989,1792-1074
15175003,1470-8728
28026818,2310-6972
12270691,0969-9961
16086586,0006-2960
33386852,1471-9053
12604815,0022-1317
33573200,2073-4409
15981259,1097-0134
11844661,0960-894X
27680699,1476-4687
16182276,0012-1606
10888364,0022-3069
14557599,1535-9476
38260371,2692-8205
20347866,1879-0089
18312140,0002-9645
25989799,1874-6128
28083930,1521-4141
22195745,1097-4180
29034944,1463-9084
11278487,0021-9258
27965104,2210-3244
16882724,0027-8424
24265597,1545-7885
21616920,1521-0111
36314900,1759-9679
35771438,1940-6029
24474812,1460-2431
29140092,1520-4995
29025092,1529-7268
12513910,1079-9907
30237496,2041-4889
16154335,0956-5663
22020291,1872-7905
36874012,1663-9812
16511120,1744-3091
37937643,2379-3708
23431330,1469-9001
27992883,1553-7374
25330323,1553-7404
11781093,0006-2960
33779915,0306-0225
21212878,1756-591X
25912306,1949-2553
29681470,1878-4186
11403905,0303-7207
10748134,0021-9258
11761480,0364-5134
14680831,0006-291X
18381738,0947-6539
23893879,1097-0142
26225830,1528-3658
10949039,1097-2765
21515283,1089-8638
26183538,1879-0542
17940056,0959-6658
35616334,1477-9129
16963570,0021-9193
24197265,1573-5079
14523392,1465-7392
15983033,0021-9258
26482706,0006-3002
15618548,1524-4636
21674815,1520-6033
20935672,1476-5594
19887607,1538-7445
22087861,1029-2330
10826955,0273-2289
17137594,0022-2836
27238748,1872-7972
27478991,1520-4995
24306216,1541-6100
12101235,0270-7306
24840438,1873-3573
25017718,1757-9708
27884932,1477-9137
10926516,0022-2836
15752936,0895-7061
22355701,2045-2322
19140324,0026-8984
15510150,1476-4687
35550246,2050-084X
29311619,2045-2322
28585683,2299-8306
12813079,0021-9193
33484758,1879-0038
31390569,2211-1247
16971094,0925-4773
20558579,1525-2191
30523975,1741-2552
11673483,0022-1767
17112413,1671-4083
28422163,2045-2322
31601797,2041-1723
26989109,1462-0332
16113652,1469-221X
36909162,1663-9812
20558741,1083-351X
29088718,1949-2553
33288722,1091-6490
12446894,1095-9203
